subset,references,metric,value
6size,"[0, 1, 2]",avg_n_tokens,51.541666666666664
6size,"[0, 1, 2]",avg_n_stop_words,0.322554567502021
6size,"[0, 1, 2]",macro_avg_n_stop_words,0.314840027695696
6size,"[0, 1]",bleu,42.60
6size,"[0, 1]",bleu_1,73.2
6size,"[0, 1]",bleu_2,50.2
6size,"[0, 1]",bleu_3,35.2
6size,"[0, 1]",bleu_4,25.4
6size,"[0, 1]",meteor,0.39862905357513806
6size,"[0, 1]",ter,0.5859872611464968
6size,"[0, 1]",avg_n_tokens,51.541666666666664
6size,"[0, 1]",avg_n_stop_words,0.322554567502021
6size,"[0, 1]",macro_avg_n_stop_words,0.314840027695696
7size,"[0, 1, 2]",bleu,45.54
7size,"[0, 1, 2]",bleu_1,75.3
7size,"[0, 1, 2]",bleu_2,52.9
7size,"[0, 1, 2]",bleu_3,38.2
7size,"[0, 1, 2]",bleu_4,28.2
7size,"[0, 1, 2]",meteor,0.39491153241871
7size,"[0, 1, 2]",ter,0.5789218067022827
7size,"[0, 1, 2]",avg_n_tokens,54.80952380952381
7size,"[0, 1, 2]",avg_n_stop_words,0.3509991311902693
7size,"[0, 1, 2]",macro_avg_n_stop_words,0.3474839213216796
7size,"[0, 1]",bleu,42.24
7size,"[0, 1]",bleu_1,72.6
7size,"[0, 1]",bleu_2,49.6
7size,"[0, 1]",bleu_3,34.8
7size,"[0, 1]",bleu_4,25.4
7size,"[0, 1]",meteor,0.38642737455103104
7size,"[0, 1]",ter,0.5955165692007798
7size,"[0, 1]",avg_n_tokens,54.80952380952381
7size,"[0, 1]",avg_n_stop_words,0.3509991311902693
7size,"[0, 1]",macro_avg_n_stop_words,0.3474839213216796
all-cat,"[0, 1, 2]",bleu,42.86
all-cat,"[0, 1, 2]",bleu_1,73.6
all-cat,"[0, 1, 2]",bleu_2,51.6
all-cat,"[0, 1, 2]",bleu_3,35.9
all-cat,"[0, 1, 2]",bleu_4,24.8
all-cat,"[0, 1, 2]",meteor,0.3984911240289411
all-cat,"[0, 1, 2]",ter,0.5402089626907307
all-cat,"[0, 1, 2]",avg_n_tokens,24.76638023630505
all-cat,"[0, 1, 2]",avg_n_stop_words,0.22730131193754743
all-cat,"[0, 1, 2]",macro_avg_n_stop_words,0.22398838880495203
all-cat,"[0, 1]",bleu,39.47
all-cat,"[0, 1]",bleu_1,71.2
all-cat,"[0, 1]",bleu_2,48.0
all-cat,"[0, 1]",bleu_3,32.5
all-cat,"[0, 1]",bleu_4,21.9
all-cat,"[0, 1]",meteor,0.38891317027336914
all-cat,"[0, 1]",ter,0.5593021652185906
all-cat,"[0, 1]",avg_n_tokens,24.76638023630505
all-cat,"[0, 1]",avg_n_stop_words,0.22730131193754743
all-cat,"[0, 1]",macro_avg_n_stop_words,0.22398838880495203
new-cat,"[0, 1, 2]",bleu,34.10
new-cat,"[0, 1, 2]",bleu_1,66.1
new-cat,"[0, 1, 2]",bleu_2,43.7
new-cat,"[0, 1, 2]",bleu_3,27.8
new-cat,"[0, 1, 2]",bleu_4,16.9
new-cat,"[0, 1, 2]",meteor,0.3721872719095851
new-cat,"[0, 1, 2]",ter,0.6234230604587914
new-cat,"[0, 1, 2]",avg_n_tokens,24.1324354657688
new-cat,"[0, 1, 2]",avg_n_stop_words,0.12798809413077852
new-cat,"[0, 1, 2]",macro_avg_n_stop_words,0.1282141343929109
new-cat,"[0, 1]",bleu,30.82
new-cat,"[0, 1]",bleu_1,63.4
new-cat,"[0, 1]",bleu_2,40.2
new-cat,"[0, 1]",bleu_3,24.6
new-cat,"[0, 1]",bleu_4,14.4
new-cat,"[0, 1]",meteor,0.3617550124155626
new-cat,"[0, 1]",ter,0.6399599649693481
new-cat,"[0, 1]",avg_n_tokens,24.1324354657688
new-cat,"[0, 1]",avg_n_stop_words,0.12798809413077852
new-cat,"[0, 1]",macro_avg_n_stop_words,0.1282141343929109
old-cat,"[0, 1, 2]",bleu,50.23
old-cat,"[0, 1, 2]",bleu_1,80.3
old-cat,"[0, 1, 2]",bleu_2,58.4
old-cat,"[0, 1, 2]",bleu_3,43.0
old-cat,"[0, 1, 2]",bleu_4,31.6
old-cat,"[0, 1, 2]",meteor,0.42170394369693687
old-cat,"[0, 1, 2]",ter,0.4697546831916769
old-cat,"[0, 1, 2]",avg_n_tokens,25.3480947476828
old-cat,"[0, 1, 2]",avg_n_stop_words,0.31406167472473895
old-cat,"[0, 1, 2]",macro_avg_n_stop_words,0.31187187045390125
old-cat,"[0, 1]",bleu,46.73
old-cat,"[0, 1]",bleu_1,78.0
old-cat,"[0, 1]",bleu_2,54.7
old-cat,"[0, 1]",bleu_3,39.3
old-cat,"[0, 1]",bleu_4,28.4
old-cat,"[0, 1]",meteor,0.4130346389413865
old-cat,"[0, 1]",ter,0.49078580993474613
old-cat,"[0, 1]",avg_n_tokens,25.3480947476828
old-cat,"[0, 1]",avg_n_stop_words,0.31406167472473895
old-cat,"[0, 1]",macro_avg_n_stop_words,0.31187187045390125
with-template,"[0, 1, 2]",bleu,54.91
with-template,"[0, 1, 2]",bleu_1,85.0
with-template,"[0, 1, 2]",bleu_2,63.1
with-template,"[0, 1, 2]",bleu_3,47.6
with-template,"[0, 1, 2]",bleu_4,36.3
with-template,"[0, 1, 2]",meteor,0.4341050993282721
with-template,"[0, 1, 2]",ter,0.38655326230152315
with-template,"[0, 1, 2]",avg_n_tokens,18.350461133069828
with-template,"[0, 1, 2]",avg_n_stop_words,0.30621769098219415
with-template,"[0, 1, 2]",macro_avg_n_stop_words,0.2981963655431625
with-template,"[0, 1]",bleu,50.28
with-template,"[0, 1]",bleu_1,82.9
with-template,"[0, 1]",bleu_2,59.2
with-template,"[0, 1]",bleu_3,43.4
with-template,"[0, 1]",bleu_4,32.2
with-template,"[0, 1]",meteor,0.4224344377505042
with-template,"[0, 1]",ter,0.41145259095920617
with-template,"[0, 1]",avg_n_tokens,18.350461133069828
with-template,"[0, 1]",avg_n_stop_words,0.30621769098219415
with-template,"[0, 1]",macro_avg_n_stop_words,0.2981963655431625
