subset,references,metric,value
all-cat,"[0, 1]",bleu_4,25.4
all-cat,"[0, 1]",meteor,0.38266842942709983
all-cat,"[0, 1]",ter,0.5302257159931963
all-cat,"[0, 1]",avg_n_tokens,23.13157894736842
all-cat,"[0, 1]",avg_n_stop_words,0.2914025678530798
all-cat,"[0, 1]",macro_avg_n_stop_words,0.2809407651388336
new-cat,"[0, 1, 2]",bleu,34.41
new-cat,"[0, 1, 2]",bleu_1,76.9
new-cat,"[0, 1, 2]",bleu_2,46.5
new-cat,"[0, 1, 2]",bleu_3,29.5
new-cat,"[0, 1, 2]",bleu_4,18.6
new-cat,"[0, 1, 2]",meteor,0.3381553807253655
new-cat,"[0, 1, 2]",ter,0.56198222244605
new-cat,"[0, 1, 2]",avg_n_tokens,19.570145903479236
new-cat,"[0, 1, 2]",avg_n_stop_words,0.2626025118999828
new-cat,"[0, 1, 2]",macro_avg_n_stop_words,0.2497813006429466
new-cat,"[0, 1]",bleu,30.54
new-cat,"[0, 1]",bleu_1,73.8
new-cat,"[0, 1]",bleu_2,42.7
new-cat,"[0, 1]",bleu_3,26.1
new-cat,"[0, 1]",bleu_4,16.1
new-cat,"[0, 1]",meteor,0.3282091448215523
new-cat,"[0, 1]",ter,0.5819091705242087
new-cat,"[0, 1]",avg_n_tokens,19.570145903479236
new-cat,"[0, 1]",avg_n_stop_words,0.2626025118999828
new-cat,"[0, 1]",macro_avg_n_stop_words,0.2497813006429466
old-cat,"[0, 1, 2]",bleu,53.20
old-cat,"[0, 1, 2]",bleu_1,80.7
old-cat,"[0, 1, 2]",bleu_2,61.2
old-cat,"[0, 1, 2]",bleu_3,46.1
old-cat,"[0, 1, 2]",bleu_4,35.2
old-cat,"[0, 1, 2]",meteor,0.4370931712286663
old-cat,"[0, 1, 2]",ter,0.46647147445919446
old-cat,"[0, 1, 2]",avg_n_tokens,26.39958805355304
old-cat,"[0, 1, 2]",avg_n_stop_words,0.3109932121401264
old-cat,"[0, 1, 2]",macro_avg_n_stop_words,0.30953302349705797
old-cat,"[0, 1]",bleu,49.30
old-cat,"[0, 1]",bleu_1,78.4
old-cat,"[0, 1]",bleu_2,57.1
old-cat,"[0, 1]",bleu_3,42.0
old-cat,"[0, 1]",bleu_4,31.4
old-cat,"[0, 1]",meteor,0.4290097223911263
old-cat,"[0, 1]",ter,0.48632218844984804
old-cat,"[0, 1]",avg_n_tokens,26.39958805355304
old-cat,"[0, 1]",avg_n_stop_words,0.3109932121401264
old-cat,"[0, 1]",macro_avg_n_stop_words,0.30953302349705797
with-template,"[0, 1, 2]",bleu,58.06
with-template,"[0, 1, 2]",bleu_1,84.2
with-template,"[0, 1, 2]",bleu_2,65.6
with-template,"[0, 1, 2]",bleu_3,51.0
with-template,"[0, 1, 2]",bleu_4,40.3
with-template,"[0, 1, 2]",meteor,0.4551286046109903
with-template,"[0, 1, 2]",ter,0.3910601613238727
with-template,"[0, 1, 2]",avg_n_tokens,19.68774703557312
with-template,"[0, 1, 2]",avg_n_stop_words,0.31051328381181825
with-template,"[0, 1, 2]",macro_avg_n_stop_words,0.30312836448089686
with-template,"[0, 1]",bleu,54.02
with-template,"[0, 1]",bleu_1,82.1
with-template,"[0, 1]",bleu_2,61.6
with-template,"[0, 1]",bleu_3,46.7
with-template,"[0, 1]",bleu_4,36.1
with-template,"[0, 1]",meteor,0.44354156583183085
with-template,"[0, 1]",ter,0.41538037486218304
with-template,"[0, 1]",avg_n_tokens,19.68774703557312
with-template,"[0, 1]",avg_n_stop_words,0.31051328381181825
with-template,"[0, 1]",macro_avg_n_stop_words,0.30312836448089686
